id_cliente,nome_cliente,data_servico,veiculo_marca,veiculo_modelo,ano_veiculo,tipo_servico,valor_servico,status_pagamento,satisfacao_cliente
CLI0036,Isabela Oliveira,2025-03-28,Toyota,Corolla,2020,Balanceamento,386.72,Pago,1
CLI0036,Isabela Oliveira,2023-12-02,Mercedes-Benz,GLC,2010,Suspensão,1192.54,Pago,3
CLI0036,Isabela Oliveira,2023-07-14,Toyota,Yaris,2019,Balanceamento,205.59,Pendente,3
CLI0036,Isabela Oliveira,2024-09-13,Hyundai,Tucson,2012,Pintura,728.63,Pago,1
CLI0036,Isabela Oliveira,2024-05-09,Ford,EcoSport,2020,Alinhamento,1091.97,Pago,3
CLI0036,Isabela Oliveira,2024-04-03,Kia,Cerato,2012,Balanceamento,1291.41,Pago,4
CLI0037,Tiago Almeida,2024-01-15,Honda,Fit,2020,Revisão,317.93,Pago,3
CLI0037,Tiago Almeida,2023-10-26,Toyota,Yaris,2016,Pneus,697.77,Pago,3
CLI0037,Tiago Almeida,2023-12-20,Kia,Sportage,2014,Motor,1054.51,Pago,1
CLI0037,Tiago Almeida,2024-06-04,Volkswagen,Polo,2016,Pintura,1388.5,Pago,3
CLI0037,Tiago Almeida,2025-01-20,Honda,CR-V,2015,Balanceamento,370.23,Pendente,4
CLI0037,Tiago Almeida,2023-07-20,Audi,A4,2016,Pintura,1373.56,Pago,2
CLI0037,Tiago Almeida,2023-10-25,Kia,Sportage,2018,Elétrica,815.85,Pago,5
CLI0037,Tiago Almeida,2023-06-08,Toyota,Hilux,2019,Pintura,267.29,Pago,5
CLI0037,Tiago Almeida,2024-05-11,Honda,HR-V,2021,Balanceamento,758.8,Pago,4
CLI0038,Ricardo Lima,2024-01-22,Audi,Q3,2018,Suspensão,712.36,Pago,4
CLI0038,Ricardo Lima,2025-10-15,Volkswagen,Gol,2016,Alinhamento,1233.86,Pago,5
CLI0038,Ricardo Lima,2024-02-09,Toyota,RAV4,2015,Revisão,834.69,Pago,1
CLI0038,Ricardo Lima,2025-03-24,Toyota,Yaris,2016,Freios,1165.01,Pago,4
CLI0038,Ricardo Lima,2024-12-14,Mercedes-Benz,GLA,2023,Suspensão,594.69,Pago,5
CLI0038,Ricardo Lima,2024-04-11,BMW,X1,2012,Pintura,619.94,Pago,2
CLI0038,Ricardo Lima,2023-11-30,Toyota,Yaris,2017,Pintura,664.99,Pago,2
CLI0038,Ricardo Lima,2024-08-06,Audi,A4,2012,Alinhamento,323.3,Pago,1
CLI0038,Ricardo Lima,2023-12-29,Mercedes-Benz,Classe C,2013,Pneus,147.57,Pago,4
CLI0038,Ricardo Lima,2025-07-31,Toyota,Hilux,2021,Troca de Óleo,633.28,Pago,2
CLI0038,Ricardo Lima,2024-01-23,Ford,Ka,2013,Balanceamento,512.41,Pago,3
CLI0038,Ricardo Lima,2024-07-26,Volkswagen,Polo,2020,Pintura,370.51,Pago,1
CLI0038,Ricardo Lima,2025-06-19,Kia,Cerato,2020,Suspensão,855.98,Pago,3
CLI0039,Felipe Rocha,2025-05-21,Mercedes-Benz,Classe A,2021,Suspensão,641.98,Pago,2
CLI0039,Felipe Rocha,2025-01-04,Audi,Q3,2023,Pneus,486.07,Pago,4
CLI0039,Felipe Rocha,2023-09-01,Hyundai,Tucson,2016,Pintura,818.49,Pago,3
CLI0039,Felipe Rocha,2024-01-28,BMW,X1,2017,Motor,184.07,Pago,2
CLI0039,Felipe Rocha,2023-08-25,Volkswagen,T-Cross,2020,Balanceamento,924.24,Pago,2
CLI0039,Felipe Rocha,2025-02-24,Hyundai,Creta,2017,Pneus,1310.74,Pago,1
CLI0039,Felipe Rocha,2024-02-05,Chevrolet,Onix,2021,Elétrica,1375.94,Pago,2
CLI0039,Felipe Rocha,2024-08-13,Chevrolet,Tracker,2022,Alinhamento,601.96,Pago,3
CLI0039,Felipe Rocha,2024-05-14,Volkswagen,Virtus,2018,Elétrica,725.71,Pago,4
CLI0039,Felipe Rocha,2024-05-26,Chevrolet,Tracker,2015,Suspensão,116.29,Pago,2
CLI0039,Felipe Rocha,2023-07-20,Volkswagen,T-Cross,2014,Freios,334.48,Pago,5
CLI0040,Maria Costa,2023-08-14,Audi,A4,2014,Elétrica,1451.44,Pago,4
CLI0040,Maria Costa,2024-03-21,Ford,Ka,2012,Freios,1094.45,Pago,5
CLI0040,Maria Costa,2024-09-23,Toyota,Corolla,2023,Revisão,1420.52,Pago,1
CLI0040,Maria Costa,2024-02-01,Ford,Ranger,2011,Freios,63.26,Pago,3
CLI0040,Maria Costa,2023-02-05,Kia,Seltos,2020,Elétrica,72.81,Pago,4
CLI0040,Maria Costa,2022-12-18,Toyota,Yaris,2018,Alinhamento,74.86,Pago,4
CLI0040,Maria Costa,2023-06-07,Honda,Civic,2018,Freios,399.4,Pago,3
CLI0040,Maria Costa,2023-12-03,Volkswagen,T-Cross,2011,Motor,1440.98,Pago,2
CLI0040,Maria Costa,2024-11-18,Chevrolet,Tracker,2020,Revisão,997.92,Pago,1
CLI0040,Maria Costa,2023-03-11,Mercedes-Benz,GLA,2016,Pintura,740.21,Pago,2
CLI0040,Maria Costa,2023-02-28,Audi,Q5,2020,Motor,870.49,Pago,1
CLI0040,Maria Costa,2024-05-29,Toyota,Hilux,2013,Balanceamento,739.48,Pago,1
CLI0040,Maria Costa,2024-11-05,Volkswagen,Gol,2012,Motor,72.7,Pago,2
CLI0040,Maria Costa,2024-12-04,Mercedes-Benz,Classe C,2014,Freios,867.74,Pago,4
CLI0041,Ricardo Lima,2023-08-05,BMW,Série 1,2022,Freios,1196.22,Pago,1
CLI0041,Ricardo Lima,2023-06-25,BMW,X1,2011,Suspensão,386.61,Pago,5
CLI0041,Ricardo Lima,2023-10-19,Kia,Seltos,2022,Motor,92.96,Pago,4
CLI0041,Ricardo Lima,2023-06-15,Chevrolet,Tracker,2018,Suspensão,676.18,Pago,4
CLI0041,Ricardo Lima,2022-04-26,Kia,Rio,2022,Pneus,1084.01,Pago,2
CLI0041,Ricardo Lima,2023-02-22,Ford,EcoSport,2015,Motor,204.5,Pago,3
CLI0041,Ricardo Lima,2023-04-29,BMW,X3,2011,Freios,176.58,Pago,5
CLI0041,Ricardo Lima,2023-08-20,Hyundai,Tucson,2011,Troca de Óleo,179.95,Pago,5
CLI0041,Ricardo Lima,2023-10-03,BMW,Série 1,2010,Alinhamento,650.02,Pago,5
CLI0041,Ricardo Lima,2022-10-04,Kia,Cerato,2020,Suspensão,295.78,Pago,3
CLI0041,Ricardo Lima,2023-06-17,Ford,Focus,2012,Suspensão,450.14,Pago,1
CLI0042,Kelly Santos,2023-01-11,Chevrolet,Cruze,2019,Balanceamento,333.54,Pago,3
CLI0042,Kelly Santos,2022-05-05,Mercedes-Benz,Classe A,2023,Balanceamento,600.84,Pago,4
CLI0042,Kelly Santos,2023-04-06,Mercedes-Benz,GLC,2014,Motor,924.66,Pago,4
CLI0042,Kelly Santos,2023-03-16,Ford,EcoSport,2015,Alinhamento,1115.57,Pago,5
CLI0042,Kelly Santos,2023-01-02,BMW,Série 1,2014,Suspensão,579.27,Pendente,2
CLI0042,Kelly Santos,2023-12-26,Hyundai,Creta,2020,Pintura,89.03,Pago,2
CLI0043,Hugo Santos,2023-07-20,Honda,Fit,2020,Elétrica,251.81,Pago,3
CLI0043,Hugo Santos,2024-07-30,Ford,EcoSport,2022,Suspensão,157.25,Pendente,4
CLI0043,Hugo Santos,2024-05-13,Mercedes-Benz,GLA,2018,Troca de Óleo,1196.55,Pago,5
CLI0043,Hugo Santos,2024-05-25,Honda,Civic,2022,Pneus,1003.52,Pago,5
CLI0043,Hugo Santos,2022-11-09,Kia,Seltos,2022,Motor,1450.29,Pago,1
CLI0043,Hugo Santos,2023-01-03,Volkswagen,Polo,2018,Pintura,859.09,Pago,2
CLI0043,Hugo Santos,2023-12-25,BMW,Série 1,2017,Balanceamento,1051.13,Pago,1
CLI0043,Hugo Santos,2024-02-01,Honda,CR-V,2016,Revisão,218.3,Pendente,2
CLI0044,Kelly Fernandes,2023-05-17,BMW,Série 1,2022,Pneus,805.62,Pago,1
CLI0044,Kelly Fernandes,2023-09-23,Audi,A4,2011,Alinhamento,114.79,Pago,1
CLI0044,Kelly Fernandes,2023-06-18,Honda,HR-V,2021,Pneus,798.19,Pago,3
CLI0044,Kelly Fernandes,2024-01-26,Mercedes-Benz,GLA,2013,Suspensão,963.15,Pago,4
CLI0044,Kelly Fernandes,2023-08-11,Toyota,Hilux,2017,Balanceamento,672.85,Pago,2
CLI0044,Kelly Fernandes,2023-01-28,Volkswagen,Gol,2019,Revisão,1209.28,Pago,3
CLI0045,Isabela Oliveira,2024-03-06,Audi,A3,2014,Elétrica,815.19,Pago,5
CLI0045,Isabela Oliveira,2024-09-18,Kia,Seltos,2019,Revisão,554.49,Pago,5
CLI0045,Isabela Oliveira,2024-02-10,Volkswagen,Gol,2020,Freios,504.12,Pago,1
CLI0045,Isabela Oliveira,2024-02-21,BMW,Série 3,2018,Suspensão,656.45,Pago,4
CLI0045,Isabela Oliveira,2024-10-24,Ford,EcoSport,2020,Pintura,1055.48,Pago,2
CLI0045,Isabela Oliveira,2025-03-08,Ford,EcoSport,2014,Freios,321.29,Pago,5
CLI0046,Gabriela Neves,2023-10-01,Toyota,RAV4,2012,Pneus,1232.06,Pendente,5
CLI0047,Kelly Pereira,2023-06-30,Mercedes-Benz,GLA,2016,Elétrica,758.61,Pago,1
CLI0047,Kelly Pereira,2022-09-22,Volkswagen,Gol,2014,Pneus,829.53,Pago,4
CLI0047,Kelly Pereira,2023-09-11,Audi,A3,2019,Revisão,438.44,Pago,3
CLI0047,Kelly Pereira,2023-08-18,Toyota,RAV4,2018,Pneus,1485.17,Pago,2
CLI0047,Kelly Pereira,2022-12-10,Toyota,RAV4,2014,Motor,1300.19,Pago,1
CLI0047,Kelly Pereira,2022-10-09,Chevrolet,Tracker,2023,Balanceamento,967.52,Pago,2
CLI0047,Kelly Pereira,2022-09-08,Chevrolet,Onix,2019,Motor,821.81,Pago,2
CLI0047,Kelly Pereira,2023-01-06,Volkswagen,Virtus,2019,Alinhamento,1430.98,Pago,1
CLI0047,Kelly Pereira,2022-06-27,Mercedes-Benz,Classe C,2014,Freios,1067.07,Pago,2
CLI0047,Kelly Pereira,2024-02-07,BMW,Série 3,2022,Suspensão,759.72,Pago,3
CLI0047,Kelly Pereira,2023-11-13,Mercedes-Benz,GLA,2017,Revisão,968.76,Pago,1
CLI0048,Pedro Fernandes,2023-10-01,Volkswagen,Virtus,2017,Elétrica,524.57,Pago,1
CLI0048,Pedro Fernandes,2023-08-04,BMW,X1,2022,Pintura,626.69,Pendente,2
CLI0048,Pedro Fernandes,2023-09-10,Volkswagen,Virtus,2023,Alinhamento,539.74,Pago,5
CLI0048,Pedro Fernandes,2023-08-31,BMW,X1,2010,Revisão,957.96,Pago,1
CLI0048,Pedro Fernandes,2022-08-27,Ford,EcoSport,2017,Troca de Óleo,1488.17,Pago,2
CLI0048,Pedro Fernandes,2024-02-16,Volkswagen,Polo,2023,Alinhamento,185.34,Pago,1
CLI0048,Pedro Fernandes,2023-05-07,Ford,Focus,2016,Alinhamento,1102.68,Pago,4
CLI0049,Olivia Rodrigues,2023-12-05,Honda,Civic,2013,Elétrica,163.01,Pago,5
CLI0049,Olivia Rodrigues,2025-07-30,Audi,A3,2010,Motor,1234.81,Pendente,4
CLI0049,Olivia Rodrigues,2025-08-13,Ford,EcoSport,2011,Pneus,605.45,Pago,1
CLI0049,Olivia Rodrigues,2023-12-17,BMW,X3,2014,Freios,604.95,Pago,2
CLI0049,Olivia Rodrigues,2025-06-20,Ford,Focus,2018,Balanceamento,62.29,Pago,4
CLI0049,Olivia Rodrigues,2024-08-27,Chevrolet,S10,2016,Balanceamento,1045.52,Pago,1
CLI0049,Olivia Rodrigues,2023-12-14,Ford,Focus,2019,Suspensão,559.73,Pago,2
CLI0049,Olivia Rodrigues,2024-05-13,Volkswagen,Gol,2013,Pintura,921.45,Pago,3
CLI0049,Olivia Rodrigues,2025-08-10,Toyota,Yaris,2013,Pintura,930.04,Pago,4
CLI0049,Olivia Rodrigues,2024-07-01,Toyota,Hilux,2017,Suspensão,213.48,Pago,5
CLI0049,Olivia Rodrigues,2023-11-14,Hyundai,HB20,2015,Motor,241.38,Pago,5
CLI0050,Isabela Rodrigues,2024-03-29,Hyundai,Creta,2022,Elétrica,1433.96,Pago,1
CLI0050,Isabela Rodrigues,2024-11-11,Honda,Civic,2014,Pneus,107.75,Pago,4
CLI0050,Isabela Rodrigues,2024-08-20,Volkswagen,T-Cross,2016,Suspensão,169.52,Pago,5
CLI0050,Isabela Rodrigues,2023-08-24,Volkswagen,Gol,2014,Revisão,791.39,Pago,2
CLI0050,Isabela Rodrigues,2024-09-20,BMW,Série 1,2019,Revisão,499.75,Pago,2
CLI0050,Isabela Rodrigues,2023-05-19,Chevrolet,Onix,2016,Revisão,707.39,Pago,3
CLI0050,Isabela Rodrigues,2025-01-31,Ford,Focus,2010,Freios,1067.17,Pago,3
CLI0051,Hugo Vieira,2024-06-01,Volkswagen,Polo,2015,Freios,1137.18,Pago,1
CLI0051,Hugo Vieira,2023-01-19,BMW,Série 1,2014,Pintura,142.61,Pago,5
CLI0051,Hugo Vieira,2024-09-22,Honda,Fit,2017,Pintura,572.18,Pago,5
CLI0051,Hugo Vieira,2023-06-08,BMW,Série 3,2014,Revisão,1346.69,Pago,1
CLI0051,Hugo Vieira,2023-08-10,Hyundai,HB20,2010,Troca de Óleo,404.6,Pago,4
CLI0051,Hugo Vieira,2023-05-22,Ford,Focus,2018,Suspensão,375.55,Pago,3
CLI0051,Hugo Vieira,2023-09-23,Honda,CR-V,2011,Pintura,1026.32,Pago,2
CLI0051,Hugo Vieira,2024-05-31,Toyota,RAV4,2011,Elétrica,1305.75,Pago,3
CLI0051,Hugo Vieira,2023-11-20,Honda,Fit,2010,Motor,340.97,Pago,3
CLI0052,Ricardo Costa,2024-08-16,Chevrolet,Cruze,2015,Balanceamento,1459.19,Pendente,2
CLI0052,Ricardo Costa,2024-05-30,Chevrolet,S10,2010,Suspensão,84.67,Pago,1
CLI0052,Ricardo Costa,2023-10-27,Toyota,RAV4,2023,Alinhamento,200.73,Pago,2
CLI0052,Ricardo Costa,2024-01-21,Audi,A3,2012,Alinhamento,184.89,Pendente,5
CLI0052,Ricardo Costa,2024-01-14,BMW,Série 1,2021,Revisão,892.12,Pago,4
CLI0052,Ricardo Costa,2023-02-02,Kia,Sportage,2016,Freios,393.32,Pago,3
CLI0052,Ricardo Costa,2023-12-25,BMW,X3,2017,Alinhamento,388.74,Pendente,2
CLI0052,Ricardo Costa,2024-07-08,Honda,HR-V,2011,Freios,701.87,Pago,1
CLI0052,Ricardo Costa,2024-05-19,BMW,Série 3,2017,Alinhamento,721.85,Pago,1
CLI0052,Ricardo Costa,2023-04-28,Volkswagen,Gol,2013,Motor,265.07,Pago,3
CLI0052,Ricardo Costa,2023-12-28,Hyundai,HB20,2020,Alinhamento,427.24,Pendente,1
CLI0052,Ricardo Costa,2024-01-06,Audi,Q3,2011,Elétrica,197.77,Pago,1
CLI0053,Sofia Carvalho,2023-05-25,Chevrolet,S10,2013,Suspensão,589.75,Pago,1
CLI0054,Sofia Fernandes,2025-05-05,Volkswagen,Gol,2010,Revisão,336.74,Pago,2
CLI0054,Sofia Fernandes,2023-12-16,BMW,X1,2010,Elétrica,123.42,Pendente,4
CLI0054,Sofia Fernandes,2024-10-21,Audi,A3,2016,Suspensão,300.57,Pago,2
CLI0054,Sofia Fernandes,2024-06-20,Volkswagen,T-Cross,2012,Troca de Óleo,940.45,Pago,3
CLI0054,Sofia Fernandes,2025-02-04,Mercedes-Benz,GLA,2010,Revisão,455.68,Pago,2
CLI0054,Sofia Fernandes,2025-07-02,Hyundai,Creta,2020,Pintura,1202.53,Pendente,3
CLI0054,Sofia Fernandes,2025-01-16,Hyundai,Tucson,2015,Balanceamento,778.47,Pago,2
CLI0054,Sofia Fernandes,2023-10-09,BMW,Série 3,2010,Alinhamento,134.96,Pendente,5
CLI0054,Sofia Fernandes,2024-09-13,Kia,Cerato,2012,Revisão,409.39,Pago,5
CLI0054,Sofia Fernandes,2023-11-09,Chevrolet,Cruze,2015,Freios,305.35,Pago,3
CLI0055,Luiz Lima,2025-02-02,Toyota,Yaris,2019,Balanceamento,256.05,Pendente,4
CLI0055,Luiz Lima,2024-12-14,Volkswagen,Polo,2017,Troca de Óleo,180.87,Pago,2
CLI0055,Luiz Lima,2023-06-28,Hyundai,Tucson,2010,Motor,1380.95,Pago,2
CLI0055,Luiz Lima,2024-05-21,Ford,Ka,2010,Troca de Óleo,264.18,Pago,2
CLI0055,Luiz Lima,2023-09-29,Hyundai,Elantra,2011,Motor,1071.58,Pago,5
CLI0055,Luiz Lima,2023-09-19,BMW,X3,2015,Freios,1465.0,Pago,4
CLI0055,Luiz Lima,2025-03-23,Audi,A4,2012,Pintura,1055.66,Pendente,3
CLI0055,Luiz Lima,2024-01-22,Kia,Cerato,2016,Alinhamento,1114.29,Pago,2
CLI0055,Luiz Lima,2023-06-09,Kia,Seltos,2023,Balanceamento,96.95,Pago,5
CLI0055,Luiz Lima,2024-01-20,Kia,Sportage,2017,Freios,530.19,Pago,3
CLI0055,Luiz Lima,2024-04-30,Ford,Focus,2023,Motor,697.61,Pago,2
CLI0055,Luiz Lima,2025-05-17,Honda,CR-V,2014,Revisão,1094.6,Pago,4
CLI0055,Luiz Lima,2024-08-10,Ford,EcoSport,2017,Suspensão,559.29,Pago,4
CLI0055,Luiz Lima,2025-01-19,Chevrolet,S10,2017,Revisão,1208.83,Pago,1
CLI0055,Luiz Lima,2024-04-29,Volkswagen,Gol,2011,Motor,296.65,Pago,1
CLI0056,Eduarda Melo,2022-08-02,BMW,Série 1,2021,Troca de Óleo,675.42,Pago,5
CLI0056,Eduarda Melo,2023-07-17,Ford,Focus,2011,Motor,348.05,Pago,5
CLI0056,Eduarda Melo,2023-11-03,Volkswagen,Virtus,2014,Pneus,189.08,Pago,5
CLI0056,Eduarda Melo,2023-09-13,Ford,Focus,2015,Troca de Óleo,670.03,Pago,5
CLI0056,Eduarda Melo,2023-09-02,Chevrolet,Onix,2010,Pneus,297.71,Pago,1
CLI0056,Eduarda Melo,2023-08-26,Honda,CR-V,2022,Suspensão,732.87,Pago,3
CLI0056,Eduarda Melo,2022-07-31,Hyundai,Tucson,2012,Motor,1333.96,Pago,4
CLI0056,Eduarda Melo,2022-06-13,Volkswagen,T-Cross,2017,Alinhamento,378.05,Pago,1
CLI0056,Eduarda Melo,2022-09-30,Honda,Civic,2020,Motor,1221.86,Pago,5
CLI0057,Pedro Oliveira,2024-08-18,Toyota,RAV4,2023,Pintura,657.02,Pago,4
CLI0057,Pedro Oliveira,2024-09-07,Chevrolet,Cruze,2014,Revisão,622.47,Pago,1
CLI0057,Pedro Oliveira,2024-06-27,Kia,Cerato,2011,Elétrica,300.67,Pendente,2
CLI0057,Pedro Oliveira,2023-08-15,Ford,Focus,2016,Revisão,1483.01,Pago,2
CLI0058,Bruno Souza,2025-04-14,Volkswagen,Virtus,2021,Revisão,176.19,Pago,5
CLI0058,Bruno Souza,2024-07-12,Volkswagen,T-Cross,2023,Troca de Óleo,1190.5,Pago,5
CLI0058,Bruno Souza,2024-10-16,Honda,Fit,2012,Freios,871.56,Pago,1
CLI0058,Bruno Souza,2023-11-30,Kia,Sportage,2022,Alinhamento,1307.84,Pago,4
CLI0058,Bruno Souza,2024-05-10,Mercedes-Benz,GLA,2019,Balanceamento,735.92,Pago,4
CLI0058,Bruno Souza,2024-01-08,Kia,Seltos,2010,Suspensão,1339.88,Pago,2
CLI0058,Bruno Souza,2023-10-03,Audi,A4,2015,Troca de Óleo,539.91,Pago,3
CLI0058,Bruno Souza,2024-05-27,Audi,A3,2023,Pneus,244.86,Pendente,4
CLI0058,Bruno Souza,2024-07-07,Volkswagen,T-Cross,2019,Revisão,322.51,Pago,4
CLI0058,Bruno Souza,2024-12-22,Hyundai,Elantra,2023,Troca de Óleo,797.14,Pago,3
CLI0058,Bruno Souza,2025-08-09,Hyundai,Tucson,2012,Pintura,1325.03,Pago,2
CLI0058,Bruno Souza,2024-03-06,Toyota,Hilux,2010,Elétrica,123.31,Pago,2
CLI0058,Bruno Souza,2024-05-20,BMW,Série 1,2018,Suspensão,971.34,Pago,1
CLI0058,Bruno Souza,2024-04-17,BMW,Série 1,2019,Elétrica,307.5,Pago,5
CLI0059,Eduarda Almeida,2023-07-07,BMW,Série 3,2023,Alinhamento,1135.99,Pago,3
CLI0059,Eduarda Almeida,2022-08-11,Mercedes-Benz,Classe C,2012,Balanceamento,1180.75,Pago,2
CLI0059,Eduarda Almeida,2024-05-06,Chevrolet,S10,2014,Suspensão,794.26,Pago,1
CLI0059,Eduarda Almeida,2023-11-11,Ford,Ranger,2019,Troca de Óleo,374.47,Pago,3
CLI0059,Eduarda Almeida,2024-07-12,Volkswagen,T-Cross,2016,Motor,715.55,Pago,3
CLI0059,Eduarda Almeida,2024-06-06,Hyundai,Tucson,2019,Revisão,60.65,Pendente,3
CLI0059,Eduarda Almeida,2024-02-08,Kia,Rio,2014,Revisão,748.52,Pago,3
CLI0059,Eduarda Almeida,2024-04-29,BMW,X3,2014,Alinhamento,323.12,Pago,2
CLI0059,Eduarda Almeida,2022-09-10,Kia,Seltos,2020,Motor,1037.1,Pago,4
CLI0060,Nuno Teixeira,2023-06-10,Mercedes-Benz,GLA,2016,Troca de Óleo,895.38,Pendente,2
CLI0060,Nuno Teixeira,2023-09-04,Chevrolet,Cruze,2020,Motor,785.61,Pago,5
CLI0060,Nuno Teixeira,2023-03-22,Volkswagen,Gol,2017,Freios,1124.33,Pago,5
CLI0060,Nuno Teixeira,2023-03-24,BMW,X1,2013,Motor,373.83,Pago,4
CLI0060,Nuno Teixeira,2023-08-23,BMW,X3,2019,Alinhamento,722.45,Pago,1
CLI0061,Carla Fernandes,2023-11-26,Kia,Sportage,2017,Pneus,775.69,Pago,4
CLI0061,Carla Fernandes,2023-08-11,Volkswagen,T-Cross,2010,Freios,249.18,Pago,4
CLI0061,Carla Fernandes,2023-09-21,Audi,Q3,2015,Freios,1179.46,Pago,2
CLI0061,Carla Fernandes,2023-01-01,Toyota,Corolla,2017,Alinhamento,353.6,Pago,5
CLI0061,Carla Fernandes,2022-07-27,Audi,A3,2012,Balanceamento,678.88,Pago,4
CLI0061,Carla Fernandes,2023-06-18,Mercedes-Benz,Classe C,2010,Pintura,339.15,Pago,1
CLI0061,Carla Fernandes,2023-01-10,Hyundai,Creta,2010,Troca de Óleo,958.7,Pago,3
CLI0061,Carla Fernandes,2022-12-31,Ford,Focus,2016,Pintura,903.57,Pago,1
CLI0061,Carla Fernandes,2022-12-17,Volkswagen,T-Cross,2021,Pintura,914.74,Pago,2
CLI0061,Carla Fernandes,2023-01-31,Audi,A4,2022,Pneus,289.08,Pendente,4
CLI0061,Carla Fernandes,2022-03-06,Chevrolet,S10,2021,Freios,356.23,Pago,5
CLI0061,Carla Fernandes,2022-08-07,Honda,CR-V,2021,Troca de Óleo,594.03,Pago,5
CLI0061,Carla Fernandes,2023-11-15,Toyota,Corolla,2020,Revisão,997.67,Pago,1
CLI0061,Carla Fernandes,2023-04-17,Audi,Q5,2011,Pintura,416.47,Pago,2
CLI0062,Maria Teixeira,2025-11-28,Toyota,Yaris,2016,Revisão,1010.6,Pago,5
CLI0062,Maria Teixeira,2025-12-13,Ford,EcoSport,2023,Revisão,791.8,Pago,3
CLI0062,Maria Teixeira,2024-04-21,Honda,Fit,2013,Balanceamento,339.64,Pago,5
CLI0062,Maria Teixeira,2024-07-20,BMW,Série 1,2014,Freios,107.14,Pago,2
CLI0062,Maria Teixeira,2025-11-30,Audi,A4,2013,Troca de Óleo,68.49,Pago,1
CLI0062,Maria Teixeira,2025-08-05,Audi,Q3,2011,Pintura,158.82,Pago,3
CLI0062,Maria Teixeira,2025-10-16,Chevrolet,Cruze,2014,Alinhamento,723.2,Pago,2
CLI0062,Maria Teixeira,2024-02-05,Volkswagen,Virtus,2022,Motor,667.69,Pago,1
CLI0062,Maria Teixeira,2024-01-05,Ford,Ranger,2015,Motor,1347.07,Pendente,3
CLI0062,Maria Teixeira,2024-03-31,BMW,X3,2012,Revisão,631.13,Pendente,3
CLI0062,Maria Teixeira,2025-01-24,Audi,Q5,2020,Freios,213.93,Pago,1
CLI0062,Maria Teixeira,2024-06-07,Honda,Fit,2019,Elétrica,1213.28,Pago,2
CLI0063,Olivia Melo,2024-04-14,BMW,X1,2023,Freios,750.47,Pago,4
CLI0063,Olivia Melo,2024-06-16,Toyota,Corolla,2014,Motor,67.92,Pago,5
CLI0063,Olivia Melo,2024-11-02,Kia,Cerato,2020,Motor,802.69,Pago,5
CLI0063,Olivia Melo,2023-06-28,Mercedes-Benz,GLC,2017,Motor,1012.38,Pago,2
CLI0063,Olivia Melo,2024-10-14,Kia,Sportage,2010,Freios,783.07,Pago,4
CLI0063,Olivia Melo,2023-09-08,Honda,Fit,2015,Pneus,529.8,Pago,5
CLI0063,Olivia Melo,2023-11-06,Hyundai,Tucson,2016,Pneus,164.3,Pago,5
CLI0063,Olivia Melo,2024-06-23,Honda,Fit,2017,Motor,222.12,Pago,1
CLI0063,Olivia Melo,2023-07-06,Mercedes-Benz,GLA,2010,Pintura,846.19,Pago,5
CLI0063,Olivia Melo,2024-12-15,Volkswagen,Polo,2020,Elétrica,1428.01,Pago,1
CLI0064,Isabela Vieira,2022-08-18,Audi,A4,2018,Balanceamento,919.93,Pago,3
CLI0064,Isabela Vieira,2023-04-10,Honda,Civic,2022,Pneus,53.19,Pago,3
CLI0064,Isabela Vieira,2023-07-16,Hyundai,Elantra,2021,Revisão,116.38,Pago,2
CLI0064,Isabela Vieira,2023-02-25,Honda,CR-V,2019,Pneus,321.94,Pendente,4
CLI0064,Isabela Vieira,2022-08-10,Audi,Q3,2021,Motor,206.26,Pago,5
CLI0064,Isabela Vieira,2022-05-08,Audi,Q5,2020,Balanceamento,1436.48,Pago,4
CLI0064,Isabela Vieira,2022-01-06,Hyundai,HB20,2018,Suspensão,1266.28,Pago,5
CLI0064,Isabela Vieira,2022-07-02,Kia,Cerato,2021,Freios,200.15,Pago,5
CLI0064,Isabela Vieira,2022-11-27,Hyundai,Tucson,2016,Balanceamento,1378.07,Pago,3
CLI0064,Isabela Vieira,2023-02-13,BMW,X3,2017,Freios,250.36,Pago,5
CLI0064,Isabela Vieira,2022-11-04,Hyundai,Elantra,2021,Pintura,967.25,Pago,5
CLI0064,Isabela Vieira,2022-10-26,BMW,Série 3,2021,Freios,780.65,Pago,3
CLI0064,Isabela Vieira,2023-12-30,Honda,CR-V,2018,Elétrica,895.07,Pendente,4
CLI0064,Isabela Vieira,2023-11-23,Hyundai,Elantra,2023,Suspensão,1222.04,Pago,1
CLI0065,Ana Souza,2023-11-12,Toyota,Corolla,2013,Alinhamento,1137.77,Pago,3
CLI0065,Ana Souza,2025-05-16,Volkswagen,Polo,2023,Troca de Óleo,1051.36,Pago,5
CLI0065,Ana Souza,2023-07-20,BMW,Série 1,2011,Balanceamento,1308.65,Pago,2
CLI0065,Ana Souza,2025-04-09,Hyundai,Tucson,2013,Pintura,1187.25,Pago,3
CLI0065,Ana Souza,2025-05-26,Toyota,RAV4,2016,Suspensão,1437.22,Pendente,3
CLI0065,Ana Souza,2025-01-02,Toyota,Corolla,2021,Alinhamento,344.48,Pago,4
CLI0065,Ana Souza,2024-02-02,BMW,Série 3,2022,Pneus,476.56,Pago,1
CLI0066,Ricardo Costa,2023-12-30,Hyundai,HB20,2016,Troca de Óleo,671.34,Pago,2
